cycle,state,state_name,election_date,senate_class,dem_name,rep_name,dem_incumbent,rep_incumbent,dem_previous_vote_share,rep_previous_vote_share,dem_fundraising_usd,rep_fundraising_usd,dem_vote_share,rep_vote_share,turnout,winner_party,partisan_lean,incumbency_advantage,economic_index,demographic_turnout_index,historical_turnout_rate,registered_voters,pollster,poll_sample_size,poll_population,poll_sponsor_class,poll_methodology,dem_poll_pct,rep_poll_pct,race_id,dem_option_id,rep_option_id,incumbent_party,previous_dem_share,previous_rep_share,polling_dem_share_base
2016,NY,New York,2016-11-08,III,DEM nominee NY 2016,REP nominee NY 2016,True,False,0.6344,0.3656,4292054,3756857,0.6466,0.3534,5817213,DEM,12.0,3.5,-0.1,-0.1236,0.45,13000000,State Panel Polling,850,lv,nonpartisan,mixed,62.66,37.34,US-SEN-NY-2016,US-SEN-NY-2016-D,US-SEN-NY-2016-R,DEM,0.6344,0.3656,0.6266
2016,OH,Ohio,2016-11-08,III,DEM nominee OH 2016,REP nominee OH 2016,False,True,0.3559,0.6441,3380036,3925538,0.3779,0.6221,3939278,REP,-6.0,3.5,-0.1,-0.4388,0.45,8100000,State Panel Polling,850,lv,nonpartisan,mixed,38.16,61.84,US-SEN-OH-2016,US-SEN-OH-2016-D,US-SEN-OH-2016-R,REP,0.3559,0.6441,0.3816
2016,OK,Oklahoma,2016-11-08,III,DEM nominee OK 2016,REP nominee OK 2016,False,True,0.3,0.7,3543444,2912221,0.3,0.7,955373,REP,-20.0,3.5,-0.1,0.3094,0.45,2300000,State Panel Polling,850,lv,nonpartisan,mixed,30.0,70.0,US-SEN-OK-2016,US-SEN-OK-2016-D,US-SEN-OK-2016-R,REP,0.3,0.7,0.3
2016,OR,Oregon,2016-11-08,III,DEM nominee OR 2016,REP nominee OR 2016,True,False,0.5804,0.4196,3366927,3927192,0.603,0.397,1262342,DEM,9.0,3.5,-0.1,0.5941,0.45,3000000,State Panel Polling,850,lv,nonpartisan,mixed,58.18,41.82,US-SEN-OR-2016,US-SEN-OR-2016-D,US-SEN-OR-2016-R,DEM,0.5804,0.4196,0.5818
2016,PA,Pennsylvania,2016-11-08,III,DEM nominee PA 2016,REP nominee PA 2016,True,False,0.5389,0.4611,2989487,2971089,0.5144,0.4856,4430828,DEM,-1.0,3.5,-0.1,-0.7817,0.45,9000000,State Panel Polling,850,lv,nonpartisan,mixed,51.04,48.96,US-SEN-PA-2016,US-SEN-PA-2016-D,US-SEN-PA-2016-R,DEM,0.5389,0.4611,0.5104
2016,SC,South Carolina,2016-11-08,III,DEM nominee SC 2016,REP nominee SC 2016,False,True,0.4076,0.5924,3965191,2987576,0.4033,0.5967,1695692,REP,-8.0,3.5,-0.1,0.4445,0.45,3700000,State Panel Polling,850,lv,nonpartisan,mixed,38.38,61.62,US-SEN-SC-2016,US-SEN-SC-2016-D,US-SEN-SC-2016-R,REP,0.4076,0.5924,0.3838
2016,SD,South Dakota,2016-11-08,III,DEM nominee SD 2016,REP nominee SD 2016,False,True,0.3525,0.6475,3379770,4157585,0.3384,0.6616,251578,REP,-12.0,3.5,-0.1,-0.9248,0.45,600000,State Panel Polling,850,lv,nonpartisan,mixed,31.58,68.42,US-SEN-SD-2016,US-SEN-SD-2016-D,US-SEN-SD-2016-R,REP,0.3525,0.6475,0.3158
2016,UT,Utah,2016-11-08,III,DEM nominee UT 2016,REP nominee UT 2016,False,True,0.3084,0.6916,3654018,3665547,0.3,0.7,773591,REP,-13.0,3.5,-0.1,1.2738,0.45,1900000,State Panel Polling,850,lv,nonpartisan,mixed,30.0,70.0,US-SEN-UT-2016,US-SEN-UT-2016-D,US-SEN-UT-2016-R,REP,0.3084,0.6916,0.3
2016,VT,Vermont,2016-11-08,III,DEM nominee VT 2016,REP nominee VT 2016,True,False,0.7172,0.2828,2814320,4663485,0.72,0.28,219158,DEM,20.0,3.5,-0.1,-0.3688,0.45,500000,State Panel Polling,850,lv,nonpartisan,mixed,72.0,28.0,US-SEN-VT-2016,US-SEN-VT-2016-D,US-SEN-VT-2016-R,DEM,0.7172,0.2828,0.72
2016,WA,Washington,2016-11-08,III,DEM nominee WA 2016,REP nominee WA 2016,True,False,0.6036,0.3964,3155625,3218624,0.5824,0.4176,2365323,DEM,9.0,3.5,-0.1,0.1296,0.45,5000000,State Panel Polling,850,lv,nonpartisan,mixed,55.65,44.35,US-SEN-WA-2016,US-SEN-WA-2016-D,US-SEN-WA-2016-R,DEM,0.6036,0.3964,0.5565
2016,WI,Wisconsin,2016-11-08,III,DEM nominee WI 2016,REP nominee WI 2016,False,True,0.4736,0.5264,2941631,3062065,0.4478,0.5522,1825301,REP,0.0,3.5,-0.1,1.9377,0.45,4400000,State Panel Polling,850,lv,nonpartisan,mixed,42.03,57.97,US-SEN-WI-2016,US-SEN-WI-2016-D,US-SEN-WI-2016-R,REP,0.4736,0.5264,0.4203
2018,AZ,Arizona,2018-11-06,I,DEM nominee AZ 2018,REP nominee AZ 2018,False,True,0.4872,0.5128,3292147,2968168,0.5049,0.4951,2809313,DEM,-2.0,3.5,0.1,-0.1438,0.62,4500000,State Panel Polling,850,lv,nonpartisan,mixed,51.96,48.04,US-SEN-AZ-2018,US-SEN-AZ-2018-D,US-SEN-AZ-2018-R,REP,0.4872,0.5128,0.5196
2018,CA,California,2018-11-06,I,DEM nominee CA 2018,REP nominee CA 2018,True,False,0.6992,0.3008,4073581,3517517,0.7136,0.2864,14402993,DEM,13.0,3.5,0.1,0.9363,0.62,22000000,State Panel Polling,850,lv,nonpartisan,mixed,71.55,28.45,US-SEN-CA-2018,US-SEN-CA-2018-D,US-SEN-CA-2018-R,DEM,0.6992,0.3008,0.7155
2018,CT,Connecticut,2018-11-06,I,DEM nominee CT 2018,REP nominee CT 2018,True,False,0.6804,0.3196,3489073,3299093,0.6911,0.3089,1456882,DEM,11.0,3.5,0.1,-0.0465,0.62,2400000,State Panel Polling,850,lv,nonpartisan,mixed,68.29,31.71,US-SEN-CT-2018,US-SEN-CT-2018-D,US-SEN-CT-2018-R,DEM,0.6804,0.3196,0.6829
2018,DE,Delaware,2018-11-06,I,DEM nominee DE 2018,REP nominee DE 2018,True,False,0.6786,0.3214,3437265,3780643,0.7009,0.2991,481630,DEM,12.0,3.5,0.1,-0.1253,0.62,800000,State Panel Polling,850,lv,nonpartisan,mixed,67.95,32.05,US-SEN-DE-2018,US-SEN-DE-2018-D,US-SEN-DE-2018-R,DEM,0.6786,0.3214,0.6795
2018,FL,Florida,2018-11-06,I,DEM nominee FL 2018,REP nominee FL 2018,False,True,0.513,0.487,3508367,3099793,0.489,0.511,8480362,REP,-3.0,3.5,0.1,1.9256,0.62,14000000,State Panel Polling,850,lv,nonpartisan,mixed,47.5,52.5,US-SEN-FL-2018,US-SEN-FL-2018-D,US-SEN-FL-2018-R,REP,0.513,0.487,0.475
2018,HI,Hawaii,2018-11-06,I,DEM nominee HI 2018,REP nominee HI 2018,True,False,0.72,0.28,4506830,4065759,0.72,0.28,479909,DEM,18.0,3.5,0.1,0.3312,0.62,850000,State Panel Polling,850,lv,nonpartisan,mixed,72.0,28.0,US-SEN-HI-2018,US-SEN-HI-2018-D,US-SEN-HI-2018-R,DEM,0.72,0.28,0.72
2018,IN,Indiana,2018-11-06,I,DEM nominee IN 2018,REP nominee IN 2018,False,True,0.462,0.538,2699261,3748706,0.4401,0.5599,3296150,REP,-9.0,3.5,0.1,0.9942,0.62,4900000,State Panel Polling,850,lv,nonpartisan,mixed,43.25,56.75,US-SEN-IN-2018,US-SEN-IN-2018-D,US-SEN-IN-2018-R,REP,0.462,0.538,0.4325
2018,MA,Massachusetts,2018-11-06,I,DEM nominee MA 2018,REP nominee MA 2018,True,False,0.72,0.28,3633853,4481638,0.72,0.28,2860331,DEM,20.0,3.5,0.1,-0.1364,0.62,4900000,State Panel Polling,850,lv,nonpartisan,mixed,70.49,29.51,US-SEN-MA-2018,US-SEN-MA-2018-D,US-SEN-MA-2018-R,DEM,0.72,0.28,0.7049
2018,MD,Maryland,2018-11-06,I,DEM nominee MD 2018,REP nominee MD 2018,True,False,0.72,0.28,4215411,4206184,0.72,0.28,2503148,DEM,20.0,3.5,0.1,0.4707,0.62,4300000,State Panel Polling,850,lv,nonpartisan,mixed,70.47,29.53,US-SEN-MD-2018,US-SEN-MD-2018-D,US-SEN-MD-2018-R,DEM,0.72,0.28,0.7047
2018,ME,Maine,2018-11-06,I,DEM nominee ME 2018,REP nominee ME 2018,False,True,0.5227,0.4773,3425982,3079717,0.5396,0.4604,656246,DEM,5.0,3.5,0.1,-0.8555,0.62,1100000,State Panel Polling,850,lv,nonpartisan,mixed,56.07,43.93,US-SEN-ME-2018,US-SEN-ME-2018-D,US-SEN-ME-2018-R,REP,0.5227,0.4773,0.5607
2018,MI,Michigan,2018-11-06,I,DEM nominee MI 2018,REP nominee MI 2018,True,False,0.5724,0.4276,3556666,3317136,0.5769,0.4231,4566842,DEM,1.0,3.5,0.1,1.9936,0.62,7700000,State Panel Polling,850,lv,nonpartisan,mixed,55.88,44.12,US-SEN-MI-2018,US-SEN-MI-2018-D,US-SEN-MI-2018-R,DEM,0.5724,0.4276,0.5588
2018,MN,Minnesota,2018-11-06,I,DEM nominee MN 2018,REP nominee MN 2018,True,False,0.6576,0.3424,3224251,3332394,0.6361,0.3639,2562323,DEM,2.0,3.5,0.1,-0.2283,0.62,3900000,State Panel Polling,850,lv,nonpartisan,mixed,66.39,33.61,US-SEN-MN-2018,US-SEN-MN-2018-D,US-SEN-MN-2018-R,DEM,0.6576,0.3424,0.6639
2018,MO,Missouri,2018-11-06,I,DEM nominee MO 2018,REP nominee MO 2018,False,True,0.4106,0.5894,2777312,3658651,0.4027,0.5973,2662573,REP,-10.0,3.5,0.1,-1.5058,0.62,4400000,State Panel Polling,850,lv,nonpartisan,mixed,38.7,61.3,US-SEN-MO-2018,US-SEN-MO-2018-D,US-SEN-MO-2018-R,REP,0.4106,0.5894,0.387
2018,MS,Mississippi,2018-11-06,I,DEM nominee MS 2018,REP nominee MS 2018,False,True,0.44,0.56,2916177,2962079,0.44,0.56,1273127,REP,-10.0,3.5,0.1,0.9825,0.62,2000000,State Panel Polling,850,lv,nonpartisan,mixed,46.71,53.29,US-SEN-MS-2018,US-SEN-MS-2018-D,US-SEN-MS-2018-R,REP,0.44,0.56,0.4671
2018,MT,Montana,2018-11-06,I,DEM nominee MT 2018,REP nominee MT 2018,False,True,0.4127,0.5873,3813596,3234962,0.4052,0.5948,480362,REP,-11.0,3.5,0.1,-0.7643,0.62,800000,State Panel Polling,850,lv,nonpartisan,mixed,39.48,60.52,US-SEN-MT-2018,US-SEN-MT-2018-D,US-SEN-MT-2018-R,REP,0.4127,0.5873,0.3948
2018,ND,North Dakota,2018-11-06,I,DEM nominee ND 2018,REP nominee ND 2018,False,True,0.3283,0.6717,3038316,2918772,0.3383,0.6617,334840,REP,-17.0,3.5,0.1,1.9337,0.62,530000,State Panel Polling,850,lv,nonpartisan,mixed,31.44,68.56,US-SEN-ND-2018,US-SEN-ND-2018-D,US-SEN-ND-2018-R,REP,0.3283,0.6717,0.3144
2018,NE,Nebraska,2018-11-06,I,DEM nominee NE 2018,REP nominee NE 2018,False,True,0.3742,0.6258,3177136,3746040,0.3907,0.6093,771950,REP,-13.0,3.5,0.1,0.5828,0.62,1300000,State Panel Polling,850,lv,nonpartisan,mixed,39.3,60.7,US-SEN-NE-2018,US-SEN-NE-2018-D,US-SEN-NE-2018-R,REP,0.3742,0.6258,0.393
2018,NJ,New Jersey,2018-11-06,I,DEM nominee NJ 2018,REP nominee NJ 2018,True,False,0.6465,0.3535,3399065,3328674,0.6646,0.3354,3976939,DEM,9.0,3.5,0.1,-0.7247,0.62,6500000,State Panel Polling,850,lv,nonpartisan,mixed,65.24,34.76,US-SEN-NJ-2018,US-SEN-NJ-2018-D,US-SEN-NJ-2018-R,DEM,0.6465,0.3535,0.6524
2018,NM,New Mexico,2018-11-06,I,DEM nominee NM 2018,REP nominee NM 2018,True,False,0.6368,0.3632,2914757,2958029,0.6113,0.3887,821068,DEM,5.0,3.5,0.1,1.8423,0.62,1400000,State Panel Polling,850,lv,nonpartisan,mixed,62.59,37.41,US-SEN-NM-2018,US-SEN-NM-2018-D,US-SEN-NM-2018-R,DEM,0.6368,0.3632,0.6259
2018,NV,Nevada,2018-11-06,I,DEM nominee NV 2018,REP nominee NV 2018,True,False,0.5922,0.4078,3435653,2895318,0.6153,0.3847,1228571,DEM,1.0,3.5,0.1,1.2494,0.62,2100000,State Panel Polling,850,lv,nonpartisan,mixed,62.71,37.29,US-SEN-NV-2018,US-SEN-NV-2018-D,US-SEN-NV-2018-R,DEM,0.5922,0.4078,0.6271
2018,NY,New York,2018-11-06,I,DEM nominee NY 2018,REP nominee NY 2018,True,False,0.6847,0.3153,2988583,3747359,0.6866,0.3134,8628518,DEM,12.0,3.5,0.1,1.5283,0.62,13000000,State Panel Polling,850,lv,nonpartisan,mixed,71.5,28.5,US-SEN-NY-2018,US-SEN-NY-2018-D,US-SEN-NY-2018-R,DEM,0.6847,0.3153,0.715
2018,OH,Ohio,2018-11-06,I,DEM nominee OH 2018,REP nominee OH 2018,False,True,0.4483,0.5517,3315579,2586684,0.4654,0.5346,4686308,REP,-6.0,3.5,0.1,-0.6786,0.62,8100000,State Panel Polling,850,lv,nonpartisan,mixed,47.71,52.29,US-SEN-OH-2018,US-SEN-OH-2018-D,US-SEN-OH-2018-R,REP,0.4483,0.5517,0.4771
2018,PA,Pennsylvania,2018-11-06,I,DEM nominee PA 2018,REP nominee PA 2018,False,True,0.4981,0.5019,2589974,2796813,0.5157,0.4843,5250147,DEM,-1.0,3.5,0.1,-0.8217,0.62,9000000,State Panel Polling,850,lv,nonpartisan,mixed,53.5,46.5,US-SEN-PA-2018,US-SEN-PA-2018-D,US-SEN-PA-2018-R,REP,0.4981,0.5019,0.535
2018,RI,Rhode Island,2018-11-06,I,DEM nominee RI 2018,REP nominee RI 2018,True,False,0.6901,0.3099,3170191,3354010,0.72,0.28,477240,DEM,14.0,3.5,0.1,-0.1386,0.62,800000,State Panel Polling,850,lv,nonpartisan,mixed,69.42,30.58,US-SEN-RI-2018,US-SEN-RI-2018-D,US-SEN-RI-2018-R,DEM,0.6901,0.3099,0.6942
2018,TN,Tennessee,2018-11-06,I,DEM nominee TN 2018,REP nominee TN 2018,False,True,0.4161,0.5839,3896329,4043690,0.4212,0.5788,3067068,REP,-13.0,3.5,0.1,1.395,0.62,4500000,State Panel Polling,850,lv,nonpartisan,mixed,40.56,59.44,US-SEN-TN-2018,US-SEN-TN-2018-D,US-SEN-TN-2018-R,REP,0.4161,0.5839,0.4056
2018,TX,Texas,2018-11-06,I,DEM nominee TX 2018,REP nominee TX 2018,True,False,0.5488,0.4512,2873366,3233373,0.5589,0.4411,11550668,DEM,-5.0,3.5,0.1,1.9476,0.62,17000000,State Panel Polling,850,lv,nonpartisan,mixed,56.12,43.88,US-SEN-TX-2018,US-SEN-TX-2018-D,US-SEN-TX-2018-R,DEM,0.5488,0.4512,0.5612
2018,UT,Utah,2018-11-06,I,DEM nominee UT 2018,REP nominee UT 2018,False,True,0.4058,0.5942,3629048,3528016,0.3808,0.6192,1138992,REP,-13.0,3.5,0.1,-0.2064,0.62,1900000,State Panel Polling,850,lv,nonpartisan,mixed,37.2,62.8,US-SEN-UT-2018,US-SEN-UT-2018-D,US-SEN-UT-2018-R,REP,0.4058,0.5942,0.372
2018,VA,Virginia,2018-11-06,I,DEM nominee VA 2018,REP nominee VA 2018,True,False,0.6256,0.3744,3540474,2674701,0.6223,0.3777,3675895,DEM,3.0,3.5,0.1,-1.0324,0.62,6000000,State Panel Polling,850,lv,nonpartisan,mixed,61.92,38.08,US-SEN-VA-2018,US-SEN-VA-2018-D,US-SEN-VA-2018-R,DEM,0.6256,0.3744,0.6192
2018,VT,Vermont,2018-11-06,I,DEM nominee VT 2018,REP nominee VT 2018,True,False,0.72,0.28,3665821,3409228,0.72,0.28,317525,DEM,20.0,3.5,0.1,-1.4693,0.62,500000,State Panel Polling,850,lv,nonpartisan,mixed,70.42,29.58,US-SEN-VT-2018,US-SEN-VT-2018-D,US-SEN-VT-2018-R,DEM,0.72,0.28,0.7042
2018,WA,Washington,2018-11-06,I,DEM nominee WA 2018,REP nominee WA 2018,True,False,0.6764,0.3236,3773853,3319408,0.6992,0.3008,2805659,DEM,9.0,3.5,0.1,-0.4643,0.62,5000000,State Panel Polling,850,lv,nonpartisan,mixed,71.24,28.76,US-SEN-WA-2018,US-SEN-WA-2018-D,US-SEN-WA-2018-R,DEM,0.6764,0.3236,0.7124
2018,WI,Wisconsin,2018-11-06,I,DEM nominee WI 2018,REP nominee WI 2018,True,False,0.5822,0.4178,3398200,2564778,0.5665,0.4335,2865372,DEM,0.0,3.5,0.1,0.7468,0.62,4400000,State Panel Polling,850,lv,nonpartisan,mixed,54.73,45.27,US-SEN-WI-2018,US-SEN-WI-2018-D,US-SEN-WI-2018-R,DEM,0.5822,0.4178,0.5473
2018,WV,West Virginia,2018-11-06,I,DEM nominee WV 2018,REP nominee WV 2018,True,False,0.354,0.646,3174126,4715303,0.3369,0.6631,853008,REP,-25.0,3.5,0.1,0.3386,0.62,1300000,State Panel Polling,850,lv,nonpartisan,mixed,35.25,64.75,US-SEN-WV-2018,US-SEN-WV-2018-D,US-SEN-WV-2018-R,DEM,0.354,0.646,0.3525
2018,WY,Wyoming,2018-11-06,I,DEM nominee WY 2018,REP nominee WY 2018,False,True,0.3014,0.6986,4146688,4073783,0.3,0.7,192544,REP,-25.0,3.5,0.1,0.478,0.62,290000,State Panel Polling,850,lv,nonpartisan,mixed,30.0,70.0,US-SEN-WY-2018,US-SEN-WY-2018-D,US-SEN-WY-2018-R,REP,0.3014,0.6986,0.3
2020,AK,Alaska,2020-11-03,II,DEM nominee AK 2020,REP nominee AK 2020,False,True,0.3904,0.6096,3066144,3433958,0.3682,0.6318,346885,REP,-9.0,3.5,-0.3,0.6942,0.62,580000,State Panel Polling,850,lv,nonpartisan,mixed,39.16,60.84,US-SEN-AK-2020,US-SEN-AK-2020-D,US-SEN-AK-2020-R,REP,0.3904,0.6096,0.3916
2020,AL,Alabama,2020-11-03,II,DEM nominee AL 2020,REP nominee AL 2020,False,True,0.3,0.7,3664662,3525205,0.3,0.7,2411951,REP,-15.0,3.5,-0.3,1.1473,0.62,3700000,State Panel Polling,850,lv,nonpartisan,mixed,30.17,69.83,US-SEN-AL-2020,US-SEN-AL-2020-D,US-SEN-AL-2020-R,REP,0.3,0.7,0.3017
2020,AR,Arkansas,2020-11-03,II,DEM nominee AR 2020,REP nominee AR 2020,False,True,0.306,0.694,3384239,4079779,0.3219,0.6781,1172759,REP,-15.0,3.5,-0.3,1.9182,0.62,1900000,State Panel Polling,850,lv,nonpartisan,mixed,32.02,67.98,US-SEN-AR-2020,US-SEN-AR-2020-D,US-SEN-AR-2020-R,REP,0.306,0.694,0.3202
2020,CO,Colorado,2020-11-03,II,DEM nominee CO 2020,REP nominee CO 2020,False,True,0.5455,0.4545,3459999,2889082,0.5424,0.4576,2277855,DEM,4.0,3.5,-0.3,0.2793,0.62,4000000,State Panel Polling,850,lv,nonpartisan,mixed,51.25,48.75,US-SEN-CO-2020,US-SEN-CO-2020-D,US-SEN-CO-2020-R,REP,0.5455,0.4545,0.5125
2020,DE,Delaware,2020-11-03,II,DEM nominee DE 2020,REP nominee DE 2020,True,False,0.6809,0.3191,2706149,4081348,0.6641,0.3359,505590,DEM,12.0,3.5,-0.3,-1.7251,0.62,800000,State Panel Polling,850,lv,nonpartisan,mixed,67.14,32.86,US-SEN-DE-2020,US-SEN-DE-2020-D,US-SEN-DE-2020-R,DEM,0.6809,0.3191,0.6714
2020,GA,Georgia,2020-11-03,II,DEM nominee GA 2020,REP nominee GA 2020,False,True,0.4676,0.5324,3358896,3497706,0.4503,0.5497,4574266,REP,-1.0,3.5,-0.3,-1.9077,0.62,7500000,State Panel Polling,850,lv,nonpartisan,mixed,46.48,53.52,US-SEN-GA-2020,US-SEN-GA-2020-D,US-SEN-GA-2020-R,REP,0.4676,0.5324,0.4648
2020,IA,Iowa,2020-11-03,II,DEM nominee IA 2020,REP nominee IA 2020,False,True,0.4514,0.5486,3385285,2826300,0.448,0.552,1558224,REP,-5.0,3.5,-0.3,0.2576,0.62,2300000,State Panel Polling,850,lv,nonpartisan,mixed,45.74,54.26,US-SEN-IA-2020,US-SEN-IA-2020-D,US-SEN-IA-2020-R,REP,0.4514,0.5486,0.4574
2020,ID,Idaho,2020-11-03,II,DEM nominee ID 2020,REP nominee ID 2020,False,True,0.3,0.7,4630983,3275449,0.3,0.7,615284,REP,-19.0,3.5,-0.3,-1.951,0.62,1100000,State Panel Polling,850,lv,nonpartisan,mixed,30.0,70.0,US-SEN-ID-2020,US-SEN-ID-2020-D,US-SEN-ID-2020-R,REP,0.3,0.7,0.3
2020,IL,Illinois,2020-11-03,II,DEM nominee IL 2020,REP nominee IL 2020,True,False,0.6554,0.3446,3373154,3144426,0.6299,0.3701,5607752,DEM,9.0,3.5,-0.3,-0.1763,0.62,8500000,State Panel Polling,850,lv,nonpartisan,mixed,64.34,35.66,US-SEN-IL-2020,US-SEN-IL-2020-D,US-SEN-IL-2020-R,DEM,0.6554,0.3446,0.6434
2020,KS,Kansas,2020-11-03,II,DEM nominee KS 2020,REP nominee KS 2020,False,True,0.3432,0.6568,3717742,3171078,0.3521,0.6479,1192551,REP,-10.0,3.5,-0.3,0.0299,0.62,1900000,State Panel Polling,850,lv,nonpartisan,mixed,36.13,63.87,US-SEN-KS-2020,US-SEN-KS-2020-D,US-SEN-KS-2020-R,REP,0.3432,0.6568,0.3613
2020,KY,Kentucky,2020-11-03,II,DEM nominee KY 2020,REP nominee KY 2020,False,True,0.3,0.7,4308020,3934951,0.3179,0.6821,2307381,REP,-16.0,3.5,-0.3,-0.9209,0.62,3500000,State Panel Polling,850,lv,nonpartisan,mixed,32.46,67.54,US-SEN-KY-2020,US-SEN-KY-2020-D,US-SEN-KY-2020-R,REP,0.3,0.7,0.3246
2020,LA,Louisiana,2020-11-03,II,DEM nominee LA 2020,REP nominee LA 2020,False,True,0.3381,0.6619,3995428,3281913,0.3383,0.6617,1739809,REP,-12.0,3.5,-0.3,-1.8896,0.62,3000000,State Panel Polling,850,lv,nonpartisan,mixed,31.69,68.31,US-SEN-LA-2020,US-SEN-LA-2020-D,US-SEN-LA-2020-R,REP,0.3381,0.6619,0.3169
2020,MA,Massachusetts,2020-11-03,II,DEM nominee MA 2020,REP nominee MA 2020,True,False,0.72,0.28,3779031,4466732,0.72,0.28,3103626,DEM,20.0,3.5,-0.3,1.9321,0.62,4900000,State Panel Polling,850,lv,nonpartisan,mixed,71.73,28.27,US-SEN-MA-2020,US-SEN-MA-2020-D,US-SEN-MA-2020-R,DEM,0.72,0.28,0.7173
2020,ME,Maine,2020-11-03,II,DEM nominee ME 2020,REP nominee ME 2020,True,False,0.5609,0.4391,3672235,2999154,0.5839,0.4161,708713,DEM,5.0,3.5,-0.3,1.1539,0.62,1100000,State Panel Polling,850,lv,nonpartisan,mixed,61.29,38.71,US-SEN-ME-2020,US-SEN-ME-2020-D,US-SEN-ME-2020-R,DEM,0.5609,0.4391,0.6129
